issuer_cik,ticker,accession,filing_date,trans_date,owner_cik,role,shares,price,value
100517,UAL,0000899243-20-033207,2020-12-09,2020-12-08,0001201723,director,1900.0,49.0,93100.0
731802,ATO,0001127602-20-031109,2020-12-10,2020-12-10,0001532996,director,500.0,97.41,48705.0
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-09,0001041216,director,100.0,157.46,15746.0
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-09,0001041216,director,100.0,157.22,15722.0
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-09,0001041216,director,100.0,157.48,15748.0
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-09,0001041216,director,50.0,157.9,7895.0
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-09,0001041216,director,50.0,157.89,7894.5
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-09,0001041216,director,200.0,157.6,31520.0
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-09,0001041216,director,100.0,157.02,15702.0
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-10,0001041216,director,1000.0,157.02,157020.0
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-09,0001041216,director,200.0,157.59,31518.0
1051470,CCI,0001051470-20-000196,2020-12-11,2020-12-09,0001041216,director,200.0,157.61,31522.0
1781335,OTIS,0001062993-20-006249,2020-12-11,2020-12-09,0001831497,officer,500.0,65.51,32755.0
91576,KEY,0001799551-20-000081,2020-12-15,2020-12-14,0001443147,director,2500.0,16.0,40000.0
1730168,AVGO,0001730168-20-000209,2020-12-17,2020-12-15,0001106627,director,120.0,416.8,50016.0
1260221,TDG,0000919574-20-007579,2020-12-17,2020-12-15,0001234544,director,1.0,600.63,600.63
1792044,VTRS,0000899243-20-034523,2020-12-18,2020-12-16,0001025094,director,27736.0,17.66,489817.76
1002047,NTAP,0001614094-20-000079,2020-12-21,2020-12-17,0001269088,officer,15000.0,63.89,958350.0
40987,GPC,0001209191-20-064800,2020-12-22,2020-12-18,0001460240,director,1000.0,97.0,97000.0
779152,JKHY,0000779152-20-000123,2020-12-22,2020-12-22,0001020688,director,2900.0,155.62,451298.0
779152,JKHY,0000779152-20-000123,2020-12-22,2020-12-22,0001020688,director,6000.0,156.7,940200.0
1478242,IQV,0001478242-20-000082,2020-12-28,2020-12-23,0001162644,director,63451.0,176.95,11227654.45
56873,KR,0001209191-20-065661,2020-12-31,2020-12-30,0001180656,director,3200.0,31.65,101280.0
1043277,CHRW,0001209191-21-001182,2021-01-05,2021-01-04,0001256634,director,55.13,93.58,5159.07
1067983,BRK-B,0001209191-21-002201,2021-01-06,2020-12-18,0001192668,director,4000.0,222.33,889320.0
1047862,ED,0001047862-21-000023,2021-01-07,2020-12-31,0001682978,officer,68.78,72.27,4970.73
1047862,ED,0001047862-21-000022,2021-01-07,2020-12-31,0001232009,officer,1.39,72.27,100.46
1047862,ED,0001047862-21-000021,2021-01-07,2020-12-31,0001564677,director,81.6,72.27,5897.23
1047862,ED,0001047862-21-000020,2021-01-07,2020-12-31,0001592315,officer,75.23,72.27,5436.87
1047862,ED,0001047862-21-000015,2021-01-07,2020-12-31,0001423302,officer,120.17,72.27,8684.69
1047862,ED,0001047862-21-000014,2021-01-07,2020-12-31,0001795103,officer,21.44,72.27,1549.47
